Unit,Season,Bulls,Cows,Calves,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Category,Antlerless,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTC,OTCCat
41,NA,39,NA,NA,39,207,19,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,160,20,161,11,17%,176,3.9999999999999987,  544,  343,63%,39.0231517885103,-108.2648771776802,"  348,001","  219,504",41 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),380.7,603.5,https://webmap.onxmaps.com/hunt/map#9.45/39.0231517885103/-108.26487717768,"EM041O1R,EF041O1R,EM041O1M,EF041O1M,EE041O1A,EF041O2R,EF041O3R,EM041O4R,EF041O4R,EE041P1R,EE041P1A,EE041P4R,EF041P5R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
42,NA,78,NA,NA,78,357,22,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,316,15,390,22,20%,354,-1.8841109504205307e-15,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),351.8,637.6,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"EM041O1R,EF041O1R,EM041O1M,EF041O1M,EE041O1A,EF042O2R,EF042O3R,EM041O4R,EF042O4R,EE041P1R,EE041P1A,EE041P4R,EF042P5R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
43,NA,46,NA,NA,46,209,22,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,281,1,267,17,13%,252,2.500000000000002,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),168,230.1,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"EE043O1R,EF043O1R,EM043O1M,EF043O1M,EF043O2R,EF043O3R,EE043O4R,EF043O4R,EE043P1R,EF043P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE043V1A,EF043V1A",OTC3R,Third Season Antlered
44,NA,10,NA,NA,10,116,9,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,146,5,151,16,10%,138,-3.500000000000001,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),182.7,232,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF044O2R,EF044O3R,EM044O4R,EF044O4R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
45,NA,8,NA,NA,8,87,9,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,78,9,102,4,7%,89,2.4999999999999973,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),154.1,172.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
47,NA,11,NA,NA,11,54,20,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,68,0,78,41,20%,67,-10.500000000000005,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),110.1,120.3,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF047O2R,EF047O3R,EM047O4R,EF047O4R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
52,NA,26,NA,NA,26,147,18,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,149,12,129,16,15%,142,0.9999999999999991,  438,  209,48%,38.933562970656375,-107.82856496028106,"  280,103","  133,845",52 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),335.9,702.9,https://webmap.onxmaps.com/hunt/map#9.45/38.9335629706564/-107.828564960281,"EM041O1R,EF041O1R,EM041O1M,EF041O1M,EE052O1A,EF052O2R,EF052O3R,EM041O4R,EF052O4R,EE041P1R,EE052P1A,EE041P4R,EF052P5R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
53,NA,14,NA,NA,14,150,9,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,149,10,166,6,8%,155,1.5000000000000002,  654,  502,77%,38.80692865630043,-107.42091057473463,"  418,286","  321,541",53 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),229.5,298.6,https://webmap.onxmaps.com/hunt/map#9.45/38.8069286563004/-107.420910574735,"EM053O1R,EF053O1R,EM053O1M,EF053O1M,EF053O2R,EF053O3R,EM053O4R,EF053O4R,EE053P1R,EE053P4R,EF053P5R,EE000U1A,EM000U2R,EM000U3R,EE053V1A",OTC3R,Third Season Antlered
59,NA,4,NA,NA,4,59,7,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,53,7,71,0,5%,61,3.500000000000001,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),55.6,164.3,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722,"EM059O1R,EF059O1R,EM059O1M,EF059O1M,EF059O2R,EF059O3R,EM059O4R,EF059O4R,EF059P5R,EE000U1A,EM000U2R,EM000U3R,EE059V1A,EF059V1A",OTC3R,Third Season Antlered
60,NA,18,NA,NA,18,127,14,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,103,21,71,10,15%,100,1.999999999999997,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),327,391.7,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034,"EM060O1R,EF060O1R,EM060O1M,EF060O1M,EF060O2R,EF060O3R,EE060O4R,EF060O4R,EE060P1R,EE060P4R,EF060P5R,EF060P6R,EE000U1A,EM000U2R,EM000U3R,EE060V1A",OTC3R,Third Season Antlered
62,NA,72,NA,NA,72,670,11,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,618,11,620,11,11%,636,-3.0767402982137033e-15,"2,253","1,570",70%,38.53642636979747,-108.21759216987664,"1,441,839","1,004,509",62 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),297.4,426.9,https://webmap.onxmaps.com/hunt/map#9.45/38.5364263697975/-108.217592169877,"EM062O1R,EF062O1R,EM062O1M,EF062O1M,EF062O2R,EF062O3R,EE062O4R,EF062O4R,EE062P1R,EE062P1A,EF062P2R,EF062P3R,EE062P4R,EF062P4R,EE000U1A,EM000U2R,EM000U3R,EE062V1A",OTC3R,Third Season Antlered
63,NA,32,NA,NA,32,144,22,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,146,2,171,14,13%,154,4.000000000000001,  606,  299,49%,38.62453940161764,-107.61512352326248,"  387,568","  191,115",63 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),237.8,482.2,https://webmap.onxmaps.com/hunt/map#9.45/38.6245394016176/-107.615123523262,"EM063O1R,EF063O1R,EM063O1M,EF063O1M,EF063O2R,EF063O3R,EM063O4R,EF063O4R,EE053P1R,EE053P4R,EF063P5R,EF053P5R,EE000U1A,EM000U2R,EM000U3R,EE063V1A",OTC3R,Third Season Antlered
64,NA,20,NA,NA,20,92,22,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,135,18,119,20,20%,115,0.9999999999999978,  441,  164,37%,38.588762178656246,-107.81300426936494,"  282,369","  105,148",64 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),208.5,560,https://webmap.onxmaps.com/hunt/map#9.45/38.5887621786562/-107.813004269365,"EE064O1R,EF064O1R,EM064O1M,EF064O1M,EF064O2R,EF064O3R,EE064O4R,EF064O4R,EE064P1R,EF064P1R,EE064P1A,EF064P2R,EF064P3R,EE064P4R,EF064P4R,EF064P5R,EE000U1A,EM000U2R,EM000U3R,EE064V1A",OTC3R,Third Season Antlered
65,NA,81,NA,NA,81,275,30,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,288,15,237,16,20%,267,6.999999999999999,"1,089",  577,53%,38.207575030010986,-107.64883908520822,"  697,180","  369,556",65 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),252.4,476.2,https://webmap.onxmaps.com/hunt/map#9.45/38.207575030011/-107.648839085208,"EE064O1R,EF064O1R,EM064O1M,EF064O1M,EF064O2R,EF064O3R,EE064O4R,EF064O4R,EE064P1R,EF064P1R,EE064P1A,EF064P2R,EF064P3R,EE064P4R,EF064P4R,EE000U1A,EM000U2R,EM000U3R,EE064V1A",OTC3R,Third Season Antlered
68,NA,48,NA,NA,48,386,12,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,497,8,435,14,11%,439,-1.0000000000000022,  973,  831,85%,38.010223347673545,-106.4544830480559,"  622,756","  532,095",68 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),396.7,464.3,https://webmap.onxmaps.com/hunt/map#9.45/38.0102233476735/-106.454483048056,"EM068O1R,EM068O1M,EF068O1M,EF068O2R,EF068O3R,EM068O4R,EF068O4R,EF068P5R,EE000U1A,EM000U2R,EM000U3R,EE068V1A",OTC3R,Third Season Antlered
70,NA,349,NA,NA,349,921,38,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,807,15,725,24,26%,818,7,"2,438","1,646",68%,38.06205432593087,-108.4681734858138,"1,560,511","1,053,575",70 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),377.7,559.5,https://webmap.onxmaps.com/hunt/map#9.45/38.0620543259309/-108.468173485814,"EM070O1R,EF070O1R,EM070O1M,EF070O1M,EM070O1A,EF070O1A,EF070O2R,EF070O3R,EM070O4R,EF070O4R,EE070P1R,EE070P1A,EF070P2R,EF070P3R,EE070P4R,EF070P4R,EF070P5R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
71,NA,23,NA,NA,23,366,6,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,363,7,392,6,6%,374,-7.850462293418879e-16,  832,  705,85%,37.68912560055293,-108.1686524310337,"  532,418","  450,924",71 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),440,519.5,https://webmap.onxmaps.com/hunt/map#9.45/37.6891256005529/-108.168652431034,"EM071O1R,EF071O1R,EM071O1M,EF071O1M,EM071O1A,EF071O1A,EF071O2R,EF071O3R,EM071O4R,EF071O4R,EM071P1R,EF071P1R,EE071P1A,EM071P4R,EF071P4R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
72,NA,7,NA,NA,7,79,9,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,57,19,85,8,12%,74,0.49999999999999795,"1,549",  450,29%,37.3621385557631,-108.8709270808574,"  991,469","  287,760",72 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),51,175.7,https://webmap.onxmaps.com/hunt/map#9.45/37.3621385557631/-108.870927080857,"EM071O1R,EF071O1R,EM071O1M,EF071O1M,EM071O1A,EF071O1A,EF072O2R,EF072O3R,EM071O4R,EF072O4R,EM071P1R,EF071P1R,EE071P1A,EM071P4R,EF071P4R,EF072P5R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
73,NA,10,NA,NA,10,142,7,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,117,6,115,6,6%,125,0.4999999999999989,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),100.7,381.8,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,"EM071O1R,EF071O1R,EM071O1M,EF071O1M,EM071O1A,EF071O1A,EF073O2R,EF073O3R,EM071O4R,EF073O4R,EM071P1R,EF071P1R,EE071P1A,EM071P4R,EF071P4R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
74,NA,31,NA,NA,31,195,16,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,249,9,148,18,14%,197,-1.0000000000000009,  949,  822,87%,37.58237325661164,-107.8598842156596,"  607,210","  525,831",74 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),205.5,237.3,https://webmap.onxmaps.com/hunt/map#9.45/37.5823732566116/-107.85988421566,"EM074O1R,EF074O1R,EM074O1M,EF074O1M,EM074O1A,EF074O1A,EF074O2R,EF074O3R,EM074O4R,EF074O4R,EM074P1R,EF074P1R,EE074P1A,EM074P4R,EF074P4R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
75,NA,46,NA,NA,46,237,20,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,320,16,239,17,18%,265,1.4999999999999982,"1,024",  458,45%,37.35958262055689,-107.7066990303414,"  655,379","  292,961",75 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),231.4,517.7,https://webmap.onxmaps.com/hunt/map#9.45/37.3595826205569/-107.706699030341,"EM075O1R,EF075O1R,EM075O1M,EF075O1M,EM075O1A,EF075O1A,EF075O2R,EF075O3R,EM075O4R,EF075O4R,EE075P1A,EM075P4R,EF075P4R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
77,NA,201,NA,NA,201,763,26,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,768,10,821,17,18%,784,4.500000000000001,  884,  731,83%,37.40730591222063,-107.2234632446801,"  565,729","  467,801",77 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),863.2,1043.9,https://webmap.onxmaps.com/hunt/map#9.45/37.4073059122206/-107.22346324468,"EM077O1R,EF077O1R,EM077O1M,EF077O1M,EM077O1A,EF077O1A,EF077O2R,EF077O3R,EM077O4R,EF077O4R,EM077P1R,EF077P1R,EE077P1A,EM077P4R,EF077P4R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
78,NA,163,NA,NA,163,568,29,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,534,5,593,14,16%,565,7.5000000000000036,"1,207",  754,62%,37.23569931913964,-106.85877931642676,"  772,372","  482,286",78 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),470.7,753.7,https://webmap.onxmaps.com/hunt/map#9.45/37.2356993191396/-106.858779316427,"EM077O1R,EF077O1R,EM077O1M,EF077O1M,EM077O1A,EF077O1A,EF077O2R,EF077O3R,EM077O4R,EF077O4R,EM077P1R,EF077P1R,EE077P1A,EM077P4R,EF077P4R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
80,NA,89,NA,NA,89,544,16,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,626,6,540,11,11%,570,2.4999999999999987,"1,411",  861,61%,37.4838692285095,-106.30564356831646,"  903,168","  551,158",80 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),385.5,631.7,https://webmap.onxmaps.com/hunt/map#9.45/37.4838692285095/-106.305643568316,"EM080O1R,EM080O1M,EF080O1M,EE080O1A,EF080O2R,EF080O3R,EM080O4R,EF080O4R,EF080P5R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
81,NA,88,NA,NA,88,508,17,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,508,8,571,8,11%,529,4.499999999999999,"1,916","1,349",70%,37.17645855773902,-106.21674884894992,"1,226,457","  863,351",81 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),265.1,376.6,https://webmap.onxmaps.com/hunt/map#9.45/37.176458557739/-106.21674884895,"EM080O1R,EM080O1M,EF080O1M,EE080O1A,EF081O2R,EF081O3R,EM080O4R,EF081O4R,EF081P5R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
82,NA,44,NA,NA,44,212,21,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,274,10,236,11,14%,241,5,"1,751",  972,56%,37.87394169273942,-105.73015996019376,"1,120,579","  622,224",82 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),121.1,218.1,https://webmap.onxmaps.com/hunt/map#9.45/37.8739416927394/-105.730159960194,"EE082O1R,EF082O1R,EE082O1M,EF082O1M,EF682O1M,EF082O2R,EF082O3R,EE082O4R,EF082O4R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE082V1A,EF082V1A",OTC3R,Third Season Antlered
